Status	name	date	hq	US based?	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
good	Claudius Legal Intelligence, Inc.	n/a	Princeton, New Jersey, United States	x	Analytics	n/a	n/a	Legal Tech, SaaS, Predictive Analytics	https://www.claudius.ai	n/a	n/a	https://www.crunchbase.com/organization/claudius-inc	n/a	https://www.facebook.com/pages/category/Software/Claudius-Legal-Intelligence-115187353512342/	Legal Tech, SaaS, Software	active
B	Clause	2016	New York, NY	x	Document Automation	n/a	n/a	Clause is a revolutionary new platform that enables commercial contracts to “come alive” and autonomously manage themselves. Our proprietary, patent-pending, infrastructure seamlessly integrates legally enforceable contracts with real-time data from web services, and business and accounting systems. Clause leaves behind the world of static, paper-based contracts and unleashes the massive potential of dynamic contracts. Prices, warranties, delivery requirements, and other terms update in response to data after the parties form their initial agreement. Clause brings an unprecedented level of speed, integration, and automation to the business world.	http://www.clause.io/	https://twitter.com/ClauseHQ	https://angel.co/clause	https://www.crunchbase.com/organization/clause	https://www.linkedin.com/company/clause	https://www.facebook.com/clausehq	autonomous contracts	active
B	ClearAccessIP	2013	San Francisco, CA, USA	x	Marketplace	Companies	Legal Service Using Tech	The First Integrated Patent Marketplace	http://clearaccessip.com/	https://twitter.com/clearaccessip	https://angel.co/clearaccessip	https://www.crunchbase.com/organization/clearaccessip	https://www.linkedin.com/company/clearaccessip/	https://www.facebook.com/clearaccessip/	marketplace, intellectual property	active
good	Clearlaw Inc.	2018	Sunnyvale, CA	x	Analytics	n/a	n/a	Clearlaw takes the tedium out of contract review, allowing in-house legal teams to close deals faster and focus resources on strategic initiatives. We provide a self-updating playbook to guide salespeople, contract managers, and attorneys throughout the negotiation process, giving them the data they need to make better decisions more quickly.	https://www.clearlawai.com	@AIClearlaw	n/a	https://www.crunchbase.com/organization/clearlaw-ai	https://www.linkedin.com/company/clearlaw	https://www.facebook.com/pages/category/Software-Company/Clearlaw-AI-278098482746588/	n/a	active
B	ClearstoneIP	2016	Palo Alto, California, United States	x	Analytics	n/a	n/a	ClearstoneIP provides a platform for conducting product clearance, freedom to operate, and patent infringement-based analysis.	https://www.clearstoneip.com/	https://twitter.com/clearstoneip?lang=en	n/a	https://www.crunchbase.com/organization/clearstoneip	http://www.linkedin.com/company/clearstoneip	n/a	Analytics, Information Services, Legal, Legal Tech	active
B	ClearView Social	2014	Buffalo, New York, United States	x	Practice Management	n/a	n/a	ClearView Social is a social sharing platform created to help law firms.	https://clearviewsocial.com/	https://twitter.com/cv_social?lang=en	https://angel.co/company/clearview-social	https://www.crunchbase.com/organization/clearview-social	https://www.linkedin.com/company/clearview-social	https://www.facebook.com/Clearviewsocial/	Legal, Legal Tech, Social Media, Social Media Management	active
B	Clerky	2013	Menlo Park, CA, USA	x	Document Automation	Companies	Legal Service Using Tech	Helping startups get legal stuff done right (and fast).	http://clerky.com	https://twitter.com/clerkyinc	https://angel.co/clerky-1	http://www.crunchbase.com/organization/clerky	https://www.linkedin.com/company/clerky-inc-/	https://www.facebook.com/clerkyinc	documents, forms, incorporation, start-ups	active
review	Click Attorney	2016	Houston, TX	x	Document Automation	n/a	n/a	ClickAttorney is a business dissolution service. We provide a simplified platform to help business owners closing down their business properly.	https://clickattorney.net	https://twitter.com/Click_Attorney	https://angel.co/company/click-attorney-1	https://www.crunchbase.com/organization/click-attorney	https://www.linkedin.com/company/click-attorney	https://www.facebook.com/clickattorney/	business dissolution	active
O- review	ClickNotice	0.2		x												
B	ClientSide	2015	Atlanta, Georgia, United States	x	Document Automation	n/a	n/a	ClientSide is an electronic signature for the professional services industry.	https://www.goclientside.com/	n/a	n/a	https://www.crunchbase.com/organization/clientside	https://www.linkedin.com/company/clientside-technologies/	n/a	Document Management, E-Signature, Internet, Legal, Legal Tech, Professional Services	active
B	CloudLaw (ZeekBeek)	n/a	Traverse City, Michigan, United States	x	Marketplace	n/a	n/a	CloudLaw is an online legal marketplace where consumers can find a lawyer and lawyers can connect with each other.	http://zeekbeek.com	https://twitter.com/DarkFiberCon	n/a	https://www.crunchbase.com/organization/cloudlaw--zeekbeek-	https://www.linkedin.com/company/zeekbeek	https://www.facebook.com/cloudlawyerscom/	Consumer, Legal, Legal Tech, Marketplace	inactive
good	CloudLex Inc.	2014	New York, New York, United States	x	Practice Management	n/a	n/a	The next-gen Legal Cloud® to run your entire personal injury practice	https://www.cloudlex.com/	@TheLegalCloud	https://angel.co/company/cloudlex	https://www.crunchbase.com/organization/cloudlex-inc	https://www.linkedin.com/company/cloudlex-inc-/	https://www.facebook.com/cloudlexinc/	Information Technology, Legal, Legal Tech, SaaS, Software	active
good	CloudNine	n/a	Houston, Texas, United States	x	Document Automation	n/a	n/a	eDiscovery automation company, SaaS	https://cloudnine.com/	n/a	https://angel.co/company/cloud-nine-media	https://www.crunchbase.com/organization/cloudnine	https://www.linkedin.com/company/cloudnine-discovery/	https://www.facebook.com/CloudNineDiscovery	Cloud Computing, Cloud Data Services, Document Management, Ediscovery, Enterprise Software, Information Technology, Legal, Legal Tech, SaaS, Software	active
B	Cognate	2014	Boston, MA	x	Document Automation	n/a	n/a	New way to record and prove trademark use.	https://Cognate.com	https://twitter.com/thecognate_?lang=en	https://angel.co/company/cognate-1/funding	https://www.crunchbase.com/organization/cognate	https://www.linkedin.com/company/cognatetm	https://www.facebook.com/cognatetm	n/a	active
O- review	CoInspect			x												
O- add	Community.lawyer, P.B.C.			x												
O	Compliance.AI			x												
O	Concept Red			x												
B	Concord	2013	San Francisco, CA, USA	x	Document Automation	n/a	n/a	Used by 30,000+ small, medium, and Fortune 500 companies. Concord is the first All-In-One Contract Success Platform. Features include unlimited E-signatures, centralized database, online negotiation, contract management, compliance, and more. Our platform integrates with Salesforce, Google Drive, Dropbox, Clio and Box.	http://www.concordnow.com	@concordnow	https://angel.co/company/concordnow	https://www.crunchbase.com/organization/concord-5	https://www.linkedin.com/company/concord-servicing-corporation	https://www.facebook.com/Concord-Servicing-122574387811961/?ref=hl	n/a	active
good	Conflicteam	2015	New York, New York, United States	x	Online Dispute Resolution	n/a	n/a	Conflicteam is new system to resolve financial disputes online without intervention from another person or entity.	https://conflicteam.com/	https://twitter.com/conflicteam	https://angel.co/company/conflicteam	https://www.crunchbase.com/organization/conflicteam	n/a	https://www.facebook.com/Conflicteam/	Finance, Financial Services, Internet, Legal, Legal Tech	active
good	Congruity360	n/a	Fall River, Massachusetts, United States	x	E-Discovery	n/a	n/a	Congruity360, a single-source provider of Data Governance and eDiscovery solutions for corporations, law firms, & government organizations.	https://www.congruity360.com/	https://twitter.com/congruity360?lang=en	n/a	https://www.crunchbase.com/organization/congruity360	https://in.linkedin.com/company/congruity	https://www.facebook.com/congruity360	Cloud Data Services, Cloud Infrastructure, Compliance, Ediscovery, Information Services, Information Technology, Infrastructure, Legal Tech, Risk Management	active
B	ContactRoom	2014	San Mateo, CA, USA	x	Document Automation	n/a	n/a	Document Automation	https://contractroom.com	n/a	n/a	https://www.crunchbase.com/organization/contract-room	https://au.linkedin.com/company/contactspace	https://www.facebook.com/contactspace/	n/a	active
good	CONTRACT LOGIX	2006	Lowell, MA	x	Document Automation	n/a	n/a	Contract Logix is a data-driven contract lifecycle management solution that provides the ability to automate and digitize the drafting, negotiation, approval, execution, and management of contracts and related documents.   Key features include a centralized and fully searchable contract repository with automated alerts for important dates, obligations, and milestones. Contract Logix supports visual contract workflows to help automate business processes as well as contract authoring, redlining, approvals, e-signature integration, custom reports, and analytics/dashboards.   Contract Logix's solution offers features to support every stage of the contract lifecycle management process from new contract requests to renewals, amendments, and terminations.  The solution is available in two product options – Express CMS and Premium CLM – and addresses both buy-side and sell-side contract management. The solution can be configured to an organizations’ specific contract management requirements and supports role-based and feature-based permissions to regulate user access.  Every Contract Logix customer is assigned an experienced Customer Success Manager to help onboard, administer, and use the software. Also included is access to a 100% U.S.-based technical support team via phone, email, and online. Contract Logix is used by thousands of professionals at hundreds of brands across dozens of industries.	https://www.contractlogix.com	https://twitter.com/contractlogix?lang=en	n/a	https://www.crunchbase.com/organization/contract-logix	https://www.linkedin.com/company/contract-logix-llc	https://www.facebook.com/ContractLogix/	contract management software	active
good	Contractize INC.	2016	Orlando, FL	x	Document Automation	n/a	n/a	Contractize helps persons and company to have legal docs easy. Anyone can create, electronic sign, send, receive, manage and store legally-binding documents in seconds.  Frictionless.	https://www.contractize.com	@contractize	angelist.co/contractize	crunchbase.com/contractize	https://www.linkedin.com/company/contractize	https://www.facebook.com/Contractize/	digital transaction management, esign, contracts	active
